state_x,state_y,total_vaccinations,date,0,1,2
Tennessee,Tennessee,1130834,2/22/21,-0.363456699,-1.219819222,-0.016869823
Tennessee,Tennessee,1139836,2/23/21,-0.409177159,-1.247537433,-0.321750513
Tennessee,Tennessee,1175995,2/24/21,0.020644369,-1.35065926,-0.453130628
Tennessee,Tennessee,1210159,2/25/21,0.171129058,-1.239825237,-0.342654242
Tennessee,Tennessee,1257333,2/26/21,0.292280164,-1.28975996,-0.437710057
Tennessee,Tennessee,1301529,2/27/21,0.498029482,-1.160415917,-0.455571541
Tennessee,Tennessee,1359382,2/28/21,0.90804187,-1.024615781,-0.036943027
Tennessee,Tennessee,1394659,3/1/21,0.888411304,-0.808022703,-0.0774579
Tennessee,Tennessee,1405604,3/2/21,0.71947615,-0.67534177,-0.285657588
Tennessee,Tennessee,1455498,3/3/21,1.211480142,-0.758665481,0.062800609
Tennessee,Tennessee,1492576,3/4/21,1.20409907,-0.66357165,-0.214634067
Tennessee,Tennessee,1540428,3/5/21,1.408153954,-0.657352016,-0.269798148
Tennessee,Tennessee,1580755,3/6/21,1.416963534,-0.570885414,-0.390811504
Tennessee,Tennessee,1634598,3/7/21,1.626596437,-0.537341863,-0.199321015
Tennessee,Tennessee,1659254,3/8/21,1.389691515,-0.383988903,-0.503110311
Tennessee,Tennessee,1667642,3/9/21,1.265359087,-0.311608009,-0.703583054
Tennessee,Tennessee,1711512,3/10/21,1.63435714,-0.436443473,-0.538651601
Tennessee,Tennessee,1757433,3/11/21,1.799566174,-0.379997712,-0.670314691
Tennessee,Tennessee,1812050,3/12/21,2.024637298,-0.334347668,-0.673703954
Tennessee,Tennessee,1865861,3/13/21,2.19091075,-0.217753046,-0.643941942
Tennessee,Tennessee,1921346,3/14/21,2.323023728,-0.121506285,-0.543610398
Tennessee,Tennessee,1952377,3/15/21,2.211181495,0.058287477,-0.700637033
Tennessee,Tennessee,1960657,3/16/21,2.044740829,0.168822818,-0.951517305
Tennessee,Tennessee,2007555,3/17/21,2.483412491,0.059675864,-0.670248044
Tennessee,Tennessee,2054500,3/18/21,2.607470178,0.109598339,-0.896909809
Tennessee,Tennessee,2093850,3/19/21,2.574841102,0.160294173,-1.15054716
Tennessee,Tennessee,2141857,3/20/21,2.729235304,0.178052374,-1.164940394
Tennessee,Tennessee,2198555,3/21/21,2.915093494,0.238519208,-1.019816828
Tennessee,Tennessee,2231739,3/22/21,2.796983728,0.407326727,-1.196930238
Tennessee,Tennessee,2246032,3/23/21,2.700657276,0.525905218,-1.342559581
Tennessee,Tennessee,2297569,3/24/21,3.146897154,0.4361058,-1.046537305
Tennessee,Tennessee,2353612,3/25/21,3.340562948,0.520175194,-0.981771058
Tennessee,Tennessee,2416556,3/26/21,3.660299022,0.613974709,-1.068726399
Tennessee,Tennessee,2477807,3/27/21,3.846693358,0.737371626,-1.13968606
Tennessee,Tennessee,2545370,3/28/21,4.080295946,0.845131353,-0.985233286
Utah,Utah,104036,1/13/21,-4.248951469,-1.491043509,-1.061258661
Utah,Utah,128210,1/15/21,-3.925848923,-1.216186456,-0.435426683
Utah,Utah,163205,1/19/21,-3.754573082,-0.930227237,0.154298415
Utah,Utah,181792,1/20/21,-3.577121515,-0.93366161,0.037633834
Utah,Utah,189578,1/21/21,-3.666851609,-0.897923988,-0.159979184
Utah,Utah,202729,1/22/21,-3.537260486,-0.83371928,0.05270988
Utah,Utah,202729,1/23/21,-3.705570607,-0.826498472,-0.139893289
Utah,Utah,202729,1/24/21,-3.764626484,-0.879347127,-0.212216374
Utah,Utah,229007,1/25/21,-3.256324273,-0.696907385,0.57783315
Utah,Utah,230418,1/26/21,-3.558906104,-0.710450551,-0.050831879
Utah,Utah,239807,1/27/21,-3.526661406,-0.781995899,-0.123538485
Utah,Utah,239807,1/28/21,-3.664574193,-0.798101557,-0.323225152
Utah,Utah,271127,1/29/21,-3.092527428,-0.627167311,0.492820629
Utah,Utah,286501,1/30/21,-3.026616299,-0.363178408,0.674789071
Utah,Utah,286501,1/31/21,-3.152656831,-0.295261144,0.534083858
Utah,Utah,323030,2/1/21,-2.562408394,-0.143213077,1.41328722
Utah,Utah,324636,2/2/21,-2.88684279,-0.053177349,0.816631322
Utah,Utah,324636,2/3/21,-3.028667694,-0.214455123,0.280182845
Utah,Utah,353469,2/4/21,-2.458330075,-0.053527277,0.893541429
Utah,Utah,376495,2/5/21,-2.453476167,0.058533839,0.999221365
Utah,Utah,400285,2/6/21,-2.267249299,0.244656086,1.31692638
Utah,Utah,400285,2/7/21,-2.46387791,0.351951119,1.099265058
Utah,Utah,506629,2/8/21,-0.650140616,0.820111662,3.786733837
Utah,Utah,510267,2/9/21,-1.543337527,1.201742779,2.441787465
Utah,Utah,510267,2/10/21,-1.605682311,1.154144642,2.174858502
Utah,Utah,510267,2/11/21,-1.844898437,0.927209786,1.683741963
Utah,Utah,510267,2/12/21,-2.006288003,0.796398135,1.493836883
Utah,Utah,510267,2/13/21,-2.173731567,0.662160685,1.297729009
Utah,Utah,510267,2/14/21,-2.172396024,0.66032918,1.297653042
Utah,Utah,532635,2/16/21,-2.626206394,0.192237975,0.627636336
Utah,Utah,532635,2/17/21,-2.719264449,0.237537937,0.513084895
Utah,Utah,551742,2/18/21,-2.351814693,0.329052347,0.881491257
Utah,Utah,584648,2/19/21,-1.899107812,0.539374483,1.192829362
Utah,Utah,610074,2/20/21,-1.66891567,0.842797102,1.500520464
Utah,Utah,610580,2/21/21,-1.868550972,0.960666557,1.28186414
Utah,Utah,610874,2/22/21,-1.946856311,0.900709909,1.189833546
Utah,Utah,611048,2/23/21,-2.086536717,0.719742048,0.579292173
Utah,Utah,629173,2/24/21,-1.758718084,0.76832703,0.746056727
Utah,Utah,662012,2/25/21,-1.426122949,0.887754656,0.986607877
Utah,Utah,662575,2/26/21,-1.938710377,0.817198844,0.235199561
Utah,Utah,687876,2/27/21,-1.635467478,0.810309237,0.577145991
Utah,Utah,688505,2/28/21,-1.835230254,0.926953021,0.356418591
Utah,Utah,688506,3/1/21,-1.841684246,0.927208394,0.348174644
Utah,Utah,722301,3/2/21,-1.226755539,1.032603918,0.738547057
Utah,Utah,745913,3/3/21,-1.197574849,1.175568569,0.617873535
Utah,Utah,746392,3/4/21,-1.633701083,1.059656027,-0.0943462
Utah,Utah,796749,3/5/21,-0.701364513,1.275131697,0.804390177
Utah,Utah,832435,3/6/21,-0.626392225,1.540477162,0.908415807
Utah,Utah,833167,3/7/21,-0.912137856,1.70494813,0.593653801
Utah,Utah,833714,3/8/21,-0.897854536,1.71863435,0.587757142
Utah,Utah,880032,3/9/21,-0.26594739,1.72343384,0.966058685
Utah,Utah,903099,3/10/21,-0.388350332,1.889945374,0.641032045
Utah,Utah,903758,3/11/21,-0.577715709,1.961222798,0.230365415
Utah,Utah,945378,3/12/21,-0.150181221,1.887754416,0.656488731
Utah,Utah,977728,3/13/21,-0.137865247,2.036017424,0.643100617
Utah,Utah,1007495,3/14/21,0.148370404,2.322529935,0.973359651
Utah,Utah,1008582,3/15/21,-0.082101865,2.461474045,0.719651269
Utah,Utah,1030630,3/16/21,-0.0154284,2.266260265,0.447858599
Utah,Utah,1052347,3/17/21,0.040092897,2.316260858,0.335459432
Utah,Utah,1069752,3/18/21,0.175006002,2.460848718,0.262906016
Utah,Utah,1070231,3/19/21,-0.25616808,2.302778347,-0.281197113
Utah,Utah,1070976,3/20/21,-0.475562531,2.122178524,-0.590592058
Utah,Utah,1137351,3/21/21,0.554498618,2.273097188,0.509575979
Utah,Utah,1137511,3/22/21,-0.000738713,2.574946881,-0.098706688
Utah,Utah,1155841,3/23/21,0.179601625,2.498636633,-0.192981522
Utah,Utah,1178663,3/24/21,0.300944877,2.551317225,-0.218662066
Utah,Utah,1213732,3/25/21,0.640670501,2.689978034,-0.105137951
Utah,Utah,1214131,3/26/21,0.353985444,2.842774218,-0.481624636
Utah,Utah,1275570,3/27/21,1.493124322,3.113824741,0.693388282
Utah,Utah,1276128,3/28/21,0.521637913,3.028679671,-0.407345367
Virginia,Virginia,244234,1/15/21,-3.573187001,-2.491785789,-1.712278037
Virginia,Virginia,326894,1/19/21,-3.307603203,-2.254636208,-1.215370367
Virginia,Virginia,343366,1/20/21,-3.341103299,-2.281204559,-1.492534582
Virginia,Virginia,362092,1/21/21,-3.194190344,-2.240550402,-1.37976506
Virginia,Virginia,401448,1/22/21,-2.865611025,-2.263851969,-1.131327584
Virginia,Virginia,429297,1/23/21,-2.862640244,-2.139262035,-1.081979052
Virginia,Virginia,451668,1/24/21,-2.841515368,-2.065684436,-1.017015111
Virginia,Virginia,482973,1/25/21,-2.635036659,-2.025050838,-0.751264666
Virginia,Virginia,594828,1/26/21,-1.363853458,-2.06633536,0.547244597
Virginia,Virginia,629019,1/27/21,-1.849717144,-1.620133424,0.027329821
Virginia,Virginia,668401,1/28/21,-1.621153934,-1.523291793,0.340001405
Virginia,Virginia,724768,1/29/21,-1.274626672,-1.461017139,0.754249351
Virginia,Virginia,785920,1/30/21,-0.97131704,-1.329216624,1.02349434
Virginia,Virginia,833221,1/31/21,-0.877629597,-1.123797649,1.179409151
Virginia,Virginia,870820,2/1/21,-0.840750337,-0.986671849,1.268920925
Virginia,Virginia,901213,2/2/21,-1.163932442,-1.07505332,0.762812238
Virginia,Virginia,922940,2/3/21,-1.244496917,-1.066066696,0.503311873
Virginia,Virginia,949066,2/4/21,-1.191322264,-1.070148341,0.553486484
Virginia,Virginia,993848,2/5/21,-0.975240521,-1.088284727,0.817127299
Virginia,Virginia,1052577,2/6/21,-0.731618459,-1.02882962,1.136364659
Virginia,Virginia,1103370,2/7/21,-0.663883129,-0.878101399,1.254329294
Virginia,Virginia,1135639,2/8/21,-0.757021806,-0.740319644,1.174878173
Virginia,Virginia,1161590,2/9/21,-0.808599556,-0.799878468,0.648633148
Virginia,Virginia,1187340,2/10/21,-0.735332471,-0.758973185,0.688674698
Virginia,Virginia,1223199,2/11/21,-0.536396101,-0.743722161,0.825261396
Virginia,Virginia,1274838,2/12/21,-0.258297927,-0.704339869,1.138416471
Virginia,Virginia,1330305,2/13/21,-0.110188419,-0.616098461,1.296517414
Virginia,Virginia,1355231,2/14/21,-0.406349875,-0.462145034,0.994214649
Virginia,Virginia,1431501,2/16/21,-0.067440451,-0.392526449,1.215688762
Virginia,Virginia,1460103,2/17/21,-0.086901098,-0.343435966,0.995886551
Virginia,Virginia,1503786,2/18/21,0.169996423,-0.313318911,1.274675897
Virginia,Virginia,1645485,2/19/21,1.592532981,-0.529671421,2.144479486
Virginia,Virginia,1671217,2/20/21,0.578784033,-0.008275471,1.012229757
Virginia,Virginia,1705294,2/21/21,0.768884142,0.018794429,1.187613653
Virginia,Virginia,1735451,2/22/21,0.796223162,0.072958232,1.175288087
Virginia,Virginia,1765927,2/23/21,0.809852584,-0.087506299,0.333289979
Virginia,Virginia,1803505,2/24/21,0.991006843,-0.090818462,0.31983502
Virginia,Virginia,1848774,2/25/21,1.168862598,-0.069809776,0.445041883
Virginia,Virginia,1922788,2/26/21,1.307552277,-0.212308549,0.443749044
Virginia,Virginia,2002734,2/27/21,1.730560606,-0.089641609,0.589760565
Virginia,Virginia,2086194,2/28/21,2.132646094,0.088182896,0.914416406
Virginia,Virginia,2136926,3/1/21,2.046200403,0.335574338,0.769392313
Virginia,Virginia,2171427,3/2/21,2.019692392,0.357299251,0.261379749
Virginia,Virginia,2220648,3/3/21,2.281947528,0.370667215,0.451621851
Virginia,Virginia,2284452,3/4/21,2.595501432,0.414559035,0.693094041
Virginia,Virginia,2342449,3/5/21,2.598839522,0.486237382,0.576865215
Virginia,Virginia,2392680,3/6/21,2.516275231,0.53017895,0.346701179
Virginia,Virginia,2445932,3/7/21,2.524372877,0.550526851,0.336930906
Virginia,Virginia,2486429,3/8/21,2.471097524,0.653907416,0.226646734
Virginia,Virginia,2553714,3/9/21,2.967532805,0.606307808,0.251826874
Virginia,Virginia,2616782,3/10/21,3.118771958,0.724823662,0.235180537
Virginia,Virginia,2685399,3/11/21,3.329028833,0.795282084,0.281674622
Virginia,Virginia,2753938,3/12/21,3.502606275,0.902857504,0.332076502
Virginia,Virginia,2827745,3/13/21,3.781759428,0.998805927,0.410905895
Virginia,Virginia,2892286,3/14/21,3.860860591,1.145541748,0.442660993
Virginia,Virginia,2951945,3/15/21,4.001960078,1.278914833,0.531926109
Virginia,Virginia,2987320,3/16/21,3.774634821,1.303335561,-0.332260321
Virginia,Virginia,3027633,3/17/21,3.806465682,1.287896931,-0.407788814
Virginia,Virginia,3091883,3/18/21,4.098236959,1.254484484,-0.21364258
Virginia,Virginia,3165336,3/19/21,4.327478869,1.302205046,-0.153110778
Virginia,Virginia,3243652,3/20/21,4.522439307,1.372562597,-0.134538336
Virginia,Virginia,3309153,3/21/21,4.531555273,1.520948053,-0.193365457
Virginia,Virginia,3360330,3/22/21,4.469940363,1.644985717,-0.311004218
Virginia,Virginia,3389780,3/23/21,4.357432249,1.705841648,-0.995638608
Virginia,Virginia,3469776,3/24/21,5.084590707,1.612699564,-0.513303987
Virginia,Virginia,3529449,3/25/21,5.005634289,1.765630855,-0.750074449
Virginia,Virginia,3615169,3/26/21,5.429369299,1.756774446,-0.538531552
Virginia,Virginia,3668360,3/27/21,5.167330536,1.918276937,-1.039668841
Virginia,Virginia,3778349,3/28/21,5.99024418,1.861856774,-0.281819223
Wisconsin,Wisconsin,137253,1/13/21,-4.237819065,-2.876729331,-2.115980697
Wisconsin,Wisconsin,169803,1/15/21,-3.54626693,-2.607440422,-1.170496017
Wisconsin,Wisconsin,213498,1/19/21,-3.392641927,-2.350039554,-0.717178495
Wisconsin,Wisconsin,222492,1/20/21,-3.394187759,-2.428750609,-1.175003514
Wisconsin,Wisconsin,238758,1/21/21,-3.261661532,-2.427097234,-1.118846871
Wisconsin,Wisconsin,260821,1/22/21,-3.120366419,-2.377274565,-0.952517595
Wisconsin,Wisconsin,285630,1/23/21,-2.938205558,-2.266627886,-0.708000327
Wisconsin,Wisconsin,308290,1/24/21,-2.813952308,-2.130744637,-0.475165345
Wisconsin,Wisconsin,315876,1/25/21,-2.923657377,-2.038091327,-0.561918939
Wisconsin,Wisconsin,318096,1/26/21,-3.034727723,-2.123428715,-1.000561275
Wisconsin,Wisconsin,335519,1/27/21,-2.834612105,-2.199070519,-1.114546019
Wisconsin,Wisconsin,361917,1/28/21,-2.621445773,-2.124935138,-0.821639327
Wisconsin,Wisconsin,406869,1/29/21,-2.205673823,-1.99341562,-0.248109443
Wisconsin,Wisconsin,450251,1/30/21,-1.987120813,-1.78829266,0.098850252
Wisconsin,Wisconsin,491058,1/31/21,-1.787794551,-1.581009226,0.431096977
Wisconsin,Wisconsin,513385,2/1/21,-1.799552416,-1.379093143,0.479764311
Wisconsin,Wisconsin,522034,2/2/21,-1.900484742,-1.390679989,-0.04681669
Wisconsin,Wisconsin,548172,2/3/21,-1.643061996,-1.388422999,0.207290391
Wisconsin,Wisconsin,548912,2/4/21,-1.970324953,-1.346201084,-0.160236967
Wisconsin,Wisconsin,595152,2/5/21,-1.441890481,-1.402517101,0.510039157
Wisconsin,Wisconsin,638241,2/6/21,-1.334946384,-1.249728866,0.705282646
Wisconsin,Wisconsin,742527,2/7/21,-0.195907415,-1.009306218,2.126198652
Wisconsin,Wisconsin,763252,2/8/21,-0.836430875,-0.562253166,1.462551645
Wisconsin,Wisconsin,769314,2/9/21,-1.014464873,-0.632554378,0.750909706
Wisconsin,Wisconsin,796703,2/10/21,-0.755778376,-0.663074073,1.014507823
Wisconsin,Wisconsin,826275,2/11/21,-0.522051047,-0.533311667,1.216588099
Wisconsin,Wisconsin,864476,2/12/21,-0.377575128,-0.47939454,1.421909485
Wisconsin,Wisconsin,916129,2/13/21,-0.070599859,-0.35908927,1.802817748
Wisconsin,Wisconsin,955412,2/14/21,-0.368946629,-0.349251818,1.535055797
Wisconsin,Wisconsin,991691,2/16/21,-0.463354118,-0.28351385,0.881218094
Wisconsin,Wisconsin,1012491,2/17/21,-0.420278789,-0.270743151,0.879987222
Wisconsin,Wisconsin,1040145,2/18/21,-0.294259516,-0.233184201,1.017907854
Wisconsin,Wisconsin,1137395,2/19/21,0.812787442,-0.183418075,2.046024747
Wisconsin,Wisconsin,1188631,2/20/21,0.570977307,0.16968239,1.785920991
Wisconsin,Wisconsin,1230619,2/21/21,0.623943063,0.339428203,1.852810935
Wisconsin,Wisconsin,1252322,2/22/21,0.539157294,0.508062945,1.756109503
Wisconsin,Wisconsin,1259647,2/23/21,0.350573304,0.461157693,1.154953239
Wisconsin,Wisconsin,1282723,2/24/21,0.54257418,0.413011498,1.188322526
Wisconsin,Wisconsin,1314188,2/25/21,0.687042301,0.35954995,0.876317782
Wisconsin,Wisconsin,1359943,2/26/21,0.677336526,0.271221129,0.836775783
Wisconsin,Wisconsin,1421435,2/27/21,1.018283115,0.383586277,1.191257454
Wisconsin,Wisconsin,1470570,2/28/21,1.076686421,0.586324323,1.23997218
Wisconsin,Wisconsin,1500923,3/1/21,1.040703741,0.7740099,1.187861574
Wisconsin,Wisconsin,1521200,3/2/21,1.027671589,0.741146497,0.419828515
Wisconsin,Wisconsin,1553270,3/3/21,1.243953332,0.757747048,0.495418099
Wisconsin,Wisconsin,1596290,3/4/21,1.494037233,0.830060335,0.702676129
Wisconsin,Wisconsin,1656753,3/5/21,1.85007318,0.91595173,1.002561622
Wisconsin,Wisconsin,1721352,3/6/21,2.046948453,1.036214116,1.098834622
Wisconsin,Wisconsin,1770069,3/7/21,2.028292818,1.22183888,1.056276665
Wisconsin,Wisconsin,1804918,3/8/21,2.015373851,1.377504708,1.024298158
Wisconsin,Wisconsin,1812456,3/9/21,1.730699125,1.36107613,0.036933801
Wisconsin,Wisconsin,1839822,3/10/21,1.937123791,1.309517896,0.203268298
Wisconsin,Wisconsin,1881901,3/11/21,2.151138579,1.31256203,0.293137085
Wisconsin,Wisconsin,1944768,3/12/21,2.478917333,1.358365365,0.591765849
Wisconsin,Wisconsin,2071836,3/13/21,3.597692625,1.492970904,1.654799622
Wisconsin,Wisconsin,2072866,3/14/21,2.322312189,1.94912578,0.265065109
Wisconsin,Wisconsin,2107896,3/15/21,2.689791789,1.872711726,0.634727149
Wisconsin,Wisconsin,2130926,3/16/21,2.726432401,1.900221287,-0.148645314
Wisconsin,Wisconsin,2160948,3/17/21,2.866529227,1.930952877,-0.067000809
Wisconsin,Wisconsin,2210128,3/18/21,3.172071731,1.962287761,0.19151055
Wisconsin,Wisconsin,2271149,3/19/21,3.403272588,2.02229726,0.297583118
Wisconsin,Wisconsin,2343615,3/20/21,3.40602436,1.967887069,0.129570026
Wisconsin,Wisconsin,2422908,3/21/21,4.01394514,2.306498037,0.685840127
Wisconsin,Wisconsin,2462081,3/22/21,3.787962385,2.583644287,0.389406802
Wisconsin,Wisconsin,2480311,3/23/21,3.650144819,2.622145943,-0.423030708
Wisconsin,Wisconsin,2516425,3/24/21,3.909773446,2.620491728,-0.216124808
Wisconsin,Wisconsin,2576727,3/25/21,4.295680411,2.645253973,0.041472148
Wisconsin,Wisconsin,2654772,3/26/21,4.688382433,2.754613236,0.341679733
Wisconsin,Wisconsin,2736745,3/27/21,4.948484646,2.907978332,0.378707805
Wisconsin,Wisconsin,2808953,3/28/21,4.98710158,3.077198675,0.32494595
Wyoming,Wyoming,17794,1/13/21,-5.133497041,-0.929565005,-1.705585243
Wyoming,Wyoming,22745,1/15/21,-4.789977845,-0.523764105,-1.0535156
Wyoming,Wyoming,28057,1/19/21,-4.717490338,-0.385958845,-0.715905122
Wyoming,Wyoming,29309,1/20/21,-4.708546588,-0.376302196,-0.793132252
Wyoming,Wyoming,29309,1/21/21,-4.809311766,-0.486746382,-1.093370669
Wyoming,Wyoming,34547,1/22/21,-4.549863085,-0.236950039,-0.647911229
Wyoming,Wyoming,37559,1/23/21,-4.435471587,-0.056884325,-0.420929182
Wyoming,Wyoming,40803,1/24/21,-4.279409868,0.139259792,-0.0966289
Wyoming,Wyoming,41156,1/25/21,-4.322841542,0.132022896,-0.136872694
Wyoming,Wyoming,41339,1/26/21,-4.360848518,0.084013109,-0.225072499
Wyoming,Wyoming,43425,1/27/21,-4.334094899,0.072979352,-0.525725019
Wyoming,Wyoming,43425,1/28/21,-4.351371868,0.08243674,-0.544808253
Wyoming,Wyoming,49166,1/29/21,-4.149326506,0.258818936,-0.247952522
Wyoming,Wyoming,49166,1/30/21,-4.289248311,0.179045702,-0.425390647
Wyoming,Wyoming,57023,1/31/21,-3.875921906,0.586286424,0.310314515
Wyoming,Wyoming,58721,2/1/21,-3.845968184,0.716747488,0.414740595
Wyoming,Wyoming,59018,2/2/21,-3.871253455,0.694372011,0.247721033
Wyoming,Wyoming,60775,2/3/21,-3.876719016,0.656805665,-0.013735097
Wyoming,Wyoming,60775,2/4/21,-3.8910231,0.664425302,-0.029812928
Wyoming,Wyoming,67417,2/5/21,-3.668604117,0.850376948,0.237740635
Wyoming,Wyoming,71858,2/6/21,-3.44187081,1.164484613,0.618004706
Wyoming,Wyoming,71858,2/7/21,-3.719560723,0.907663652,0.251027635
Wyoming,Wyoming,76457,2/8/21,-3.480271934,1.139868648,0.634544281
Wyoming,Wyoming,76457,2/9/21,-3.594392933,1.044094812,0.102787853
Wyoming,Wyoming,79515,2/10/21,-3.475636661,1.142953483,0.147155963
Wyoming,Wyoming,79515,2/11/21,-3.507593584,1.146520878,0.068231551
Wyoming,Wyoming,89138,2/12/21,-3.134571129,1.475234853,0.542921692
Wyoming,Wyoming,89138,2/13/21,-3.350483915,1.363041392,0.270791418
Wyoming,Wyoming,99099,2/14/21,-2.744433626,1.961682795,1.154855295
Wyoming,Wyoming,100186,2/16/21,-2.904949608,1.911682624,0.965802225
Wyoming,Wyoming,100186,2/17/21,-3.031568083,1.762599933,0.632743635
Wyoming,Wyoming,105426,2/18/21,-2.711766856,2.078557365,1.095479959
Wyoming,Wyoming,124310,2/19/21,-2.043395088,2.682441083,1.375263294
Wyoming,Wyoming,129060,2/20/21,-1.923722954,3.03667724,1.548016725
Wyoming,Wyoming,129470,2/21/21,-2.243470558,2.731193927,1.126003036
Wyoming,Wyoming,135635,2/22/21,-1.908158677,3.057838645,1.599583073
Wyoming,Wyoming,136163,2/23/21,-2.014194129,2.987336545,1.00180331
Wyoming,Wyoming,136366,2/24/21,-2.02370703,2.973616663,0.846952387
Wyoming,Wyoming,141545,2/25/21,-1.916592317,3.028362621,0.701626939
Wyoming,Wyoming,145577,2/26/21,-2.33287407,2.563859854,-0.132944442
Wyoming,Wyoming,151584,2/27/21,-2.171576538,2.738604053,0.016417936
Wyoming,Wyoming,156397,2/28/21,-1.959019561,3.015484816,0.292585097
Wyoming,Wyoming,156741,3/1/21,-2.169951402,2.836415986,0.013220279
Wyoming,Wyoming,156776,3/2/21,-2.216873391,2.767083155,-0.402880369
Wyoming,Wyoming,162918,3/3/21,-1.889260164,3.069371684,-0.123029757
Wyoming,Wyoming,163194,3/4/21,-2.093985907,2.909894417,-0.549874151
Wyoming,Wyoming,166712,3/5/21,-2.036181346,2.930040164,-0.729141054
Wyoming,Wyoming,177496,3/6/21,-1.648467384,3.303887836,-0.284806388
Wyoming,Wyoming,178035,3/7/21,-1.855235734,3.212462109,-0.549111275
Wyoming,Wyoming,185580,3/8/21,-1.447810114,3.60329513,-0.063773751
Wyoming,Wyoming,185813,3/9/21,-1.510299119,3.624565015,-0.341181125
Wyoming,Wyoming,190180,3/10/21,-1.468855003,3.614234202,-0.592589001
Wyoming,Wyoming,190570,3/11/21,-1.493362616,3.640530492,-0.687652628
Wyoming,Wyoming,199232,3/12/21,-1.132278918,3.95618282,-0.418227753
Wyoming,Wyoming,206091,3/13/21,-1.157105672,3.970948951,-0.50732714
Wyoming,Wyoming,211910,3/14/21,-0.910294105,4.285252365,-0.216276174
Wyoming,Wyoming,212499,3/15/21,-1.155505052,4.078094894,-0.547906146
Wyoming,Wyoming,213969,3/16/21,-1.087451117,4.147221546,-0.471496895
Wyoming,Wyoming,214015,3/17/21,-1.237099271,3.98795894,-0.834934877
Wyoming,Wyoming,214050,3/18/21,-1.254774702,3.952612234,-1.25856835
Wyoming,Wyoming,220735,3/19/21,-1.154247465,3.983399699,-1.399234074
Wyoming,Wyoming,220993,3/20/21,-1.402669854,3.788097576,-1.768497666
Wyoming,Wyoming,221336,3/21/21,-1.563959654,3.601842238,-1.992246601
Wyoming,Wyoming,221452,3/22/21,-1.578537483,3.587959613,-2.015052234
Wyoming,Wyoming,235171,3/23/21,-0.876169688,4.23044111,-1.42584098
Wyoming,Wyoming,235424,3/24/21,-0.97574844,4.300850773,-1.726373073
Wyoming,Wyoming,242919,3/25/21,-0.56824933,4.677766647,-1.505066622
Wyoming,Wyoming,243336,3/26/21,-0.814095233,4.494712215,-1.840933572
Wyoming,Wyoming,243604,3/27/21,-0.807596352,4.5040411,-1.878806095
Wyoming,Wyoming,244038,3/28/21,-0.796061551,4.515952244,-1.872160553
