state_x,state_y,total_vaccinations,date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Delaware,Delaware,382342,3/21/21,-0.231016593,4.475060687,-0.150259836,-0.665157942,1.108550048,-0.155873667,0.744135486,-0.134111316,0.125281121,0.00618352,-0.036343613,0.004124848,0.025934413,0.024360635,0.014822881
Delaware,Delaware,389157,3/22/21,-0.37139108,4.380431462,-0.361328266,-0.73916552,0.804867062,-0.29885774,0.207029495,0.077408438,0.081164586,-0.037013021,-0.008394537,0.0070134,0.065548989,-0.02338681,0.005163727
Delaware,Delaware,389157,3/23/21,-0.514573736,4.303995313,-0.792676184,-0.802127446,0.679299814,-0.329049893,0.107113399,0.201779244,0.091383775,0.010602017,-0.041453387,0.05653493,0.076793245,0.007804227,-0.022030593
Delaware,Delaware,397204,3/24/21,-0.368554569,4.363245778,-0.709236302,-0.671060628,0.829500091,-0.397020421,-0.003140118,0.209933115,0.11438228,-0.01036572,-0.022662112,0.053147824,0.0918107,-0.009473751,-0.025357406
Delaware,Delaware,406635,3/25/21,-0.252151914,4.475401822,-0.820211235,-0.650750981,0.936465567,-0.423555449,0.03909618,0.223698453,0.144941246,0.012394307,-0.035171744,0.073759848,0.098839913,0.006500564,-0.032821719
Delaware,Delaware,417566,3/26/21,-0.073895755,4.660312473,-0.762552987,-0.669340296,1.058324748,-0.419490085,0.174801037,0.182930743,0.171569369,0.008941421,-0.028577918,0.069368676,0.100571988,0.00598549,-0.029514762
Delaware,Delaware,428136,3/27/21,0.028673164,4.785918454,-0.811972301,-0.710308847,1.07950781,-0.448923525,0.163749808,0.202080991,0.167406471,0.000536575,-0.022766128,0.066788392,0.105168358,0.000648093,-0.026974247
Delaware,Delaware,438768,3/28/21,0.133725438,4.916080466,-0.730016261,-0.771119033,1.057300743,-0.479710843,0.111516597,0.212197466,0.154699108,-0.037056108,0.003625551,0.044709079,0.114624633,-0.028449548,-0.015350517
Georgia,Georgia,198756,1/13/21,-2.688632489,-4.023223823,-2.056798706,0.421792726,1.068386457,-0.233735181,1.079724247,-0.025100381,-0.30202533,-0.015730406,0.009137255,-0.048131712,0.161058019,-0.152742147,0.062762419
Georgia,Georgia,231305,1/15/21,-2.908280266,-3.895356127,-2.358740185,-0.287819372,0.367627803,-0.222381611,0.883462089,-0.075013912,-0.13134161,-0.119829394,0.101510482,-0.096999798,0.09782819,-0.082062437,0.037115799
Georgia,Georgia,312336,1/19/21,-2.4804891,-3.873794906,-1.757151876,-0.098721286,0.538136022,-0.425754813,0.437770601,-0.107979333,-0.078616363,-0.11208793,0.128094712,-0.101624218,0.078831313,-0.045009455,0.033970722
Georgia,Georgia,397048,1/20/21,-1.528767939,-3.967341915,-0.707850305,1.127628207,1.628870584,-0.702149494,-0.033384572,-0.072718284,-0.074913152,-0.040767349,0.123783431,-0.080415435,0.071992576,-0.038393235,0.026053151
Georgia,Georgia,453862,1/21/21,-1.537475907,-3.752110752,-0.820215514,0.511118608,1.08352629,-0.519815894,0.360208314,0.037173398,-0.065013894,0.0132238,0.113043467,-0.082483345,0.066251956,-0.039617159,0.022756516
Georgia,Georgia,603486,1/22/21,0.100569636,-3.768080187,0.9694357,2.298864064,2.711945068,-0.771000618,0.119709447,0.236975568,-0.181793442,0.146412334,0.102127403,-0.003504129,0.088079364,-0.044728315,0.002504842
Georgia,Georgia,604067,1/23/21,-1.18552743,-3.133123844,-0.457763067,-0.825888396,-0.027147317,-0.000106345,1.555601193,0.434166637,-0.207032743,0.155952147,0.10518025,-0.015098494,0.08428042,-0.046792424,0.006578515
Georgia,Georgia,604067,1/24/21,-1.254219217,-3.160068721,-0.526782109,-0.852768286,-0.069973405,-0.056375493,1.424663301,0.387357895,-0.173877651,0.137336401,0.110794088,-0.02766487,0.077227046,-0.038963534,0.008831717
Georgia,Georgia,604067,1/25/21,-1.315488511,-3.192520794,-0.590754979,-0.872715789,-0.097764604,-0.108179646,1.284248977,0.339445311,-0.140721548,0.11906698,0.115943614,-0.040556508,0.070380047,-0.031053629,0.011314352
Georgia,Georgia,668589,1/26/21,-0.478614876,-3.385066738,0.20527065,0.42795627,1.076517571,-0.387853549,0.836916895,0.343654633,-0.124170039,0.162954003,0.115445218,-0.026586235,0.070315477,-0.031740608,0.009894368
Georgia,Georgia,712866,1/27/21,-0.689010121,-3.322638011,-0.191238444,-0.008492835,0.641071862,-0.361255788,0.764195213,0.283907227,-0.02469897,0.157932192,0.113061813,-0.066970799,0.04824311,-0.022765888,0.017341909
Georgia,Georgia,764211,1/28/21,-0.525810982,-3.302263382,-0.038639067,0.06867596,0.688193702,-0.429484299,0.567220025,0.252152641,0.000774158,0.153146544,0.123208548,-0.070949494,0.039842059,-0.010555027,0.019763139
Georgia,Georgia,810291,1/29/21,-0.820883596,-3.316971673,-0.271833274,-0.164377627,0.357113384,-0.647546974,-0.192741247,0.027919152,0.178420774,0.063433561,0.158896164,-0.136884093,-0.006495423,0.037568972,0.036614527
Georgia,Georgia,856746,1/30/21,-0.542096763,-3.210897756,0.033016537,-0.221859511,0.350347194,-0.567266418,0.021520566,0.127009769,0.116215315,0.096616677,0.163760439,-0.105786853,0.003291075,0.034873342,0.032063423
Georgia,Georgia,906186,1/31/21,-0.240288494,-3.086234594,0.384981205,-0.202950017,0.377086873,-0.504537838,0.235149979,0.232549074,0.048607756,0.130103166,0.165482712,-0.073864514,0.014831572,0.03379394,0.025623313
Georgia,Georgia,930517,2/1/21,-0.307042387,-2.908236222,0.315706015,-0.751170801,-0.092593393,-0.326362906,0.618802229,0.32724256,0.005045557,0.150604648,0.165485251,-0.05804076,0.022190514,0.031783782,0.021727572
Georgia,Georgia,940066,2/2/21,-0.600923555,-2.970384828,-0.250409047,-1.020506071,-0.355204168,-0.334815598,0.480771745,0.223354064,0.122889026,0.132002425,0.160288932,-0.10550485,0.000302433,0.033149962,0.033310479
Georgia,Georgia,975038,2/3/21,-0.345812841,-3.099688555,-0.144895732,-0.487651212,0.102684989,-0.488290319,0.156213861,0.153376258,0.1744428,0.132704748,0.15492462,-0.121690475,-0.006525683,0.033900687,0.035619738
Georgia,Georgia,1008040,2/4/21,-0.347007683,-3.097213961,-0.238903662,-0.556453561,0.022986018,-0.516959511,0.026076601,0.106006742,0.21572008,0.12379104,0.158898331,-0.13652296,-0.01551849,0.040771326,0.038738493
Georgia,Georgia,1051622,2/5/21,-0.16917375,-3.087582638,-0.033955488,-0.397012226,0.138251753,-0.59610872,-0.184151204,0.06999957,0.216785723,0.108999494,0.170746866,-0.13350629,-0.016790434,0.053395584,0.03874678
Georgia,Georgia,1098863,2/6/21,-0.021507577,-3.042566069,0.131218252,-0.396603621,0.131486506,-0.619662355,-0.314083108,0.047286545,0.201580337,0.097904108,0.183149655,-0.124941788,-0.018933657,0.062979562,0.039476125
Georgia,Georgia,1146024,2/7/21,0.06879068,-2.964000326,0.254109148,-0.449760498,0.035172646,-0.647194758,-0.415060935,0.023372396,0.186039406,0.082428681,0.191999541,-0.118633768,-0.019453965,0.074132871,0.037778796
Georgia,Georgia,1167738,2/8/21,-0.102483608,-2.817577239,0.073691837,-1.007497284,-0.472340299,-0.523006252,-0.205224572,0.050577027,0.172200074,0.078185813,0.195207409,-0.117011837,-0.019169698,0.078022732,0.03740395
Georgia,Georgia,1179950,2/9/21,-0.149870421,-2.858554017,-0.355627458,-1.102732753,-0.530477973,-0.426396175,0.03694659,0.060843013,0.204817639,0.11950149,0.16378767,-0.131801559,-0.020071134,0.051369312,0.038629609
Georgia,Georgia,1223850,2/10/21,0.238989059,-2.973441858,-0.103368243,-0.437335296,0.043670483,-0.572442235,-0.25002942,0.002913196,0.199698094,0.128711998,0.153415344,-0.127399261,-0.014231631,0.046233332,0.036047277
Georgia,Georgia,1273015,2/11/21,0.442109308,-2.960841728,-0.117885093,-0.296341245,0.152256695,-0.558455405,-0.191306741,0.000720391,0.176449451,0.155879313,0.133586361,-0.120002686,-0.006951022,0.032105371,0.030383658
Georgia,Georgia,1273015,2/12/21,-0.101035155,-2.801552298,-0.7058649,-1.361670432,-0.796240746,-0.373616166,0.015987284,-0.01822648,0.227783395,0.128806018,0.143418435,-0.148944129,-0.020657852,0.045408073,0.037239195
Georgia,Georgia,1328795,2/13/21,0.516035304,-2.971794029,-0.056879428,-0.259284398,0.146684204,-0.670606475,-0.608515512,-0.13131877,0.188101795,0.106744762,0.153189542,-0.12736596,-0.013656159,0.0526908,0.033434355
Georgia,Georgia,1437718,2/14/21,1.388239884,-2.97324883,0.854519472,0.787613935,1.020247767,-0.850281355,-0.918025554,-0.151998811,0.018735242,0.107878534,0.156641538,-0.057698051,0.019950629,0.048895846,0.017587762
Georgia,Georgia,1473440,2/16/21,0.723016288,-2.581009116,-0.150449518,-1.073353244,-0.601370103,-0.312991216,0.084300091,-0.024976304,-0.0131986,0.146149256,0.13451881,-0.059935615,0.022436036,0.026568186,0.017336847
Georgia,Georgia,1473440,2/17/21,0.430832359,-2.557554133,-0.458532022,-1.475559465,-0.985183258,-0.310794309,-0.033344661,-0.09531775,0.05185069,0.113391457,0.146222275,-0.087807188,0.006451502,0.040661952,0.024365283
Georgia,Georgia,1569216,2/18/21,1.585242314,-2.815935937,0.717903832,0.460806263,0.689780245,-0.745697353,-0.863002665,-0.217020795,-0.066885659,0.101840079,0.152203288,-0.032696464,0.033041997,0.040761781,0.012992335
Georgia,Georgia,1720789,2/19/21,2.862833241,-2.777424498,1.69034226,1.662069609,1.812595906,-0.7072548,-0.508568004,-0.01979357,-0.289144591,0.202624793,0.1269449,0.066774156,0.088842095,-0.001505406,-0.006389424
Georgia,Georgia,1786755,2/20/21,2.320091422,-2.287426208,1.044089544,-0.160364714,0.173721245,-0.215033246,0.368766438,0.100558906,-0.391970151,0.199915008,0.130982398,0.090683837,0.102811416,-0.003063803,-0.010237769
Georgia,Georgia,1850856,2/21/21,2.267900402,-2.224718637,0.99551808,-0.259121148,-0.027963253,-0.313800755,-0.017035125,-0.040034673,-0.378675839,0.132860733,0.150233499,0.07965783,0.09459287,0.020066467,-0.00648495
Georgia,Georgia,1873683,2/22/21,1.969819427,-2.012165997,0.681019318,-1.140598115,-0.795273435,-0.079853119,0.420105553,0.016339342,-0.438367896,0.152777366,0.13482299,0.092217757,0.108318135,0.008053036,0.001410568
Georgia,Georgia,1880429,2/23/21,1.815813117,-1.990919453,0.336938327,-1.436497303,-1.056084564,-0.001976828,0.56764571,0.011782456,-0.405628137,0.167460252,0.1220268,0.075963789,0.104048189,-0.000697315,0.002298061
Georgia,Georgia,1919262,2/24/21,2.29787732,-2.135080835,0.457504805,-0.670048444,-0.352360452,-0.060743466,0.576470462,0.014717034,-0.436964649,0.230601224,0.080478316,0.087763518,0.120537858,-0.03484431,-0.005728939
Georgia,Georgia,1961849,2/25/21,2.232002504,-2.202077488,0.173721484,-0.582701752,-0.353035799,-0.179402765,0.183845489,-0.138061313,-0.346593961,0.204936278,0.073132022,0.049359332,0.101190563,-0.028106137,0.000986484
Georgia,Georgia,2013769,2/26/21,2.064668603,-2.345658342,-0.340093174,-0.342572175,-0.300795171,-0.428642869,-0.543985274,-0.407332469,-0.156279327,0.164889932,0.055079451,-0.030244469,0.061991437,-0.01608339,0.011269887
Georgia,Georgia,2070076,2/27/21,2.175682912,-2.320897245,-0.332261821,-0.266317134,-0.287067101,-0.472696638,-0.702819438,-0.47439636,-0.173063456,0.142841585,0.058491563,-0.026742687,0.065401109,-0.012142851,0.011134519
Georgia,Georgia,2072451,2/28/21,1.519137088,-2.132709428,-1.015042877,-1.416628627,-1.367982335,-0.316093514,-0.565967898,-0.524115036,-0.095278531,0.097920514,0.072572512,-0.066697691,0.043324066,0.006756514,0.019048276
Georgia,Georgia,2072628,3/1/21,1.430397779,-2.155742314,-1.107007863,-1.483945481,-1.43693819,-0.350970204,-0.704033288,-0.572634021,-0.059403977,0.079598903,0.079193854,-0.081652642,0.035699419,0.015757738,0.022640884
Georgia,Georgia,2085047,3/2/21,1.596805164,-2.259307537,-1.268388636,-1.141113803,-1.131002542,-0.382360591,-0.700933221,-0.586129411,-0.003728001,0.154062321,0.031772141,-0.102705892,0.028129409,-0.012228887,0.018720728
Georgia,Georgia,2133517,3/3/21,2.034087812,-2.391619536,-0.994548682,-0.379552104,-0.473641368,-0.543441429,-1.028201281,-0.656850782,-0.014947733,0.167221441,0.01715014,-0.097106073,0.035098094,-0.019501507,0.014332062
Georgia,Georgia,2187289,3/4/21,2.241355031,-2.393595637,-1.128947409,-0.207866741,-0.34811872,-0.524475079,-0.977993954,-0.673356156,-0.00945591,0.2260347,-0.026228002,-0.105838094,0.036280723,-0.043017897,0.006580503
Georgia,Georgia,2253011,3/5/21,2.509386906,-2.366643967,-0.96492568,0.03242073,-0.171175371,-0.55645391,-1.063785995,-0.697483577,-0.055903796,0.216366436,-0.02399186,-0.087928216,0.048201881,-0.043569816,0.004161084
Georgia,Georgia,2308087,3/6/21,2.518449837,-2.274619898,-1.096491226,-0.191255697,-0.402691647,-0.493356141,-0.991651606,-0.702743646,-0.060204788,0.212339052,-0.02362631,-0.088131067,0.048263654,-0.043213412,0.006370952
Georgia,Georgia,2366573,3/7/21,2.837765708,-2.163822244,-0.828068839,-0.117744627,-0.324518716,-0.395278479,-0.696924493,-0.603335313,-0.170021486,0.225411718,-0.016853487,-0.042186348,0.074761841,-0.052226188,0.000641617
Georgia,Georgia,2391999,3/8/21,2.696635722,-1.959568358,-1.021082655,-0.808738248,-0.916723016,-0.158060648,-0.201215029,-0.497967385,-0.228040533,0.238233899,-0.013990173,-0.024307942,0.085897253,-0.057160004,-0.001750914
Georgia,Georgia,2406206,3/9/21,2.674119501,-1.951717949,-1.484437957,-0.919684036,-1.041378345,-0.066567032,0.042319656,-0.486534312,-0.157576961,0.355345591,-0.092672166,-0.060033778,0.071929187,-0.096308262,-0.012680146
Georgia,Georgia,2408998,3/10/21,2.443231319,-1.962401047,-1.827398165,-1.15380996,-1.295440007,-0.09537561,-0.129319432,-0.573198286,-0.065938565,0.352948385,-0.105685301,-0.100477022,0.050980576,-0.090427434,-0.008555806
Georgia,Georgia,2483900,3/11/21,3.263111677,-2.218864733,-1.212377255,0.37360019,0.020150893,-0.435014278,-0.760980837,-0.654459591,-0.024671332,0.380000394,-0.120970279,-0.101751591,0.047644616,-0.096253428,-0.01145601
Georgia,Georgia,2598432,3/12/21,3.954801285,-2.232733464,-0.666706747,1.196728525,0.715387433,-0.544239655,-0.927252426,-0.629499323,-0.078745524,0.368376133,-0.102020934,-0.067130776,0.06266917,-0.094500776,-0.012183283
Georgia,Georgia,2681373,3/13/21,3.922385521,-1.967568016,-0.794813465,0.520290168,0.098362712,-0.308834715,-0.479442461,-0.519796767,-0.129457687,0.342146261,-0.071595728,-0.042817337,0.071360202,-0.08675235,-0.009947149
Georgia,Georgia,2754347,3/14/21,4.005058735,-1.822120987,-0.779064229,0.296544143,-0.137611498,-0.225228432,-0.34094779,-0.473896103,-0.14931585,0.306079713,-0.041377411,-0.028408397,0.073892174,-0.074340548,-0.006536726
Georgia,Georgia,2790084,3/15/21,3.790419453,-1.604943856,-1.055273916,-0.489393733,-0.834205891,0.004369226,0.089140833,-0.388777995,-0.172908725,0.297294024,-0.028437514,-0.020428372,0.077446909,-0.070806711,-0.00458063
Georgia,Georgia,2810272,3/16/21,3.750210715,-1.546161595,-1.428468155,-0.729003199,-1.066459641,0.118639076,0.36377277,-0.351887528,-0.117662088,0.390244465,-0.085619407,-0.047126,0.064737876,-0.097463143,-0.012010678
Georgia,Georgia,2814158,3/17/21,3.650336701,-1.490178028,-1.689291822,-1.037588317,-1.336793815,0.221195768,0.573692257,-0.327730758,-0.097530988,0.43836274,-0.115143578,-0.060104948,0.061703591,-0.111355168,-0.017069362
Georgia,Georgia,2906563,3/18/21,4.615594264,-1.801062006,-0.898095484,0.817579252,0.248370279,-0.22134037,-0.277839107,-0.446701872,-0.052287321,0.435623134,-0.112210841,-0.058419935,0.058216582,-0.108182497,-0.016600217
Georgia,Georgia,2910835,3/19/21,3.524307606,-1.516512762,-2.141603526,-1.036277416,-1.506985725,0.030787961,-0.093352899,-0.548607098,0.115909148,0.393227894,-0.115139579,-0.141495656,0.012668403,-0.085266187,-0.00431734
Georgia,Georgia,3113334,3/20/21,5.894629732,-2.109359961,0.123351826,3.08299359,2.12564041,-0.803838234,-1.499644643,-0.606197753,0.060360112,0.370566637,-0.066856523,-0.064038554,0.042769601,-0.079852198,0.003955765
Georgia,Georgia,3207887,3/21/21,5.20370499,-1.493654984,-0.718540814,0.822488031,0.106366757,-0.166610854,-0.285685307,-0.356368994,0.031902764,0.346509877,-0.026902806,-0.053694796,0.044526032,-0.067798649,0.015980148
Georgia,Georgia,3280952,3/22/21,5.26215805,-1.28266086,-0.741987412,0.367830397,-0.292710059,0.033089457,0.140760912,-0.226273884,-0.008424993,0.332816845,0.001244665,-0.03018562,0.053182494,-0.062199487,0.020972743
Georgia,Georgia,3281102,3/23/21,4.642463561,-1.009457527,-1.789912073,-1.049636069,-1.586005078,0.411390106,0.86787379,-0.15851611,0.074680088,0.460416022,-0.08489766,-0.082724638,0.030090527,-0.097869847,0.009255748
Georgia,Georgia,3362513,3/24/21,5.743789103,-1.251552858,-0.939207416,0.702326609,-0.014061344,0.146160005,0.540804108,-0.118144891,0.055117542,0.542108652,-0.114998325,-0.055115811,0.04384362,-0.123094945,0.000916186
Georgia,Georgia,3434860,3/25/21,5.748711812,-1.18439749,-1.239789548,0.541323727,-0.227622112,0.167105911,0.495068127,-0.144873846,0.164140041,0.57448163,-0.137093502,-0.095067097,0.018993393,-0.124637583,0.004007737
Georgia,Georgia,3530980,3/26/21,6.440308999,-1.130635826,-0.829631977,1.090831076,0.300143218,0.248988578,0.853440661,0.029425412,0.103784107,0.659585873,-0.157252835,-0.057242776,0.036683591,-0.150733544,-0.002109708
Georgia,Georgia,3621196,3/27/21,6.141748666,-1.138617482,-1.25365574,0.907409906,-0.030696128,0.043184612,0.082671828,-0.199440242,0.336720968,0.538534465,-0.108613802,-0.137400095,-0.016049234,-0.09930241,0.025930634
Georgia,Georgia,3711950,3/28/21,6.256080272,-1.054784465,-1.204368925,0.891566431,-0.098875215,0.028235844,-0.015468695,-0.188640186,0.3864543,0.472887116,-0.059312643,-0.141368322,-0.026038775,-0.07407315,0.041282933
Idaho,Idaho,38872,1/13/21,-5.066840026,-1.538380439,-2.105937891,1.299364374,0.16556255,0.53820345,0.423787906,0.004006369,-0.116582184,-0.289083482,0.04784081,0.03291424,-0.008790017,0.043212629,0.073775
Idaho,Idaho,46636,1/15/21,-4.916524883,-1.380632984,-1.807941629,1.212827544,0.128396527,0.525513277,0.404976853,-0.035685009,-0.127981632,-0.257727796,0.036465241,0.02432793,-0.019535869,0.044772963,0.068735376
Idaho,Idaho,63975,1/19/21,-4.662593974,-1.077738035,-1.179649146,0.970155925,-0.087389994,0.451249131,0.1799709,-0.04584365,-0.103149303,-0.199759361,0.029773927,0.015009301,-0.014542488,0.028980433,0.043218937
Idaho,Idaho,69267,1/20/21,-4.580967326,-1.00044194,-1.073640924,0.949350379,-0.073921872,0.443561772,0.193232976,-0.058023835,-0.085166846,-0.182171877,0.02492234,0.017750349,-0.013169554,0.031245252,0.037782185
Idaho,Idaho,73372,1/21/21,-4.560318444,-0.968880375,-1.120899558,0.922134266,-0.076015014,0.445260594,0.217519997,-0.050749914,-0.074370822,-0.169699893,0.018288236,0.024700402,-0.011466853,0.036781953,0.034573832
Idaho,Idaho,77988,1/22/21,-4.501720076,-0.907779744,-1.015015846,0.887353683,-0.102749425,0.427311897,0.171747792,-0.053575123,-0.074233888,-0.157301877,0.014805428,0.023316613,-0.012284884,0.035564055,0.030264775
Idaho,Idaho,82640,1/23/21,-4.445784108,-0.837756187,-0.877886072,0.832282603,-0.157345998,0.406509878,0.108741889,-0.052260089,-0.070956706,-0.146917285,0.01419432,0.020193064,-0.010866513,0.030792018,0.024953157
Idaho,Idaho,87128,1/24/21,-4.394816199,-0.768807602,-0.744125688,0.773847637,-0.217725159,0.386544317,0.04241659,-0.047721171,-0.064582658,-0.136200993,0.013809875,0.018204655,-0.007981423,0.025298513,0.01953717
Idaho,Idaho,91271,1/25/21,-4.352057373,-0.709884919,-0.627510028,0.715075874,-0.280213765,0.366599563,-0.027049984,-0.040839767,-0.059693376,-0.126643769,0.013715383,0.016404892,-0.005093739,0.02012465,0.013815087
Idaho,Idaho,93766,1/26/21,-4.364596362,-0.698292154,-0.643367794,0.667983056,-0.345201252,0.351037344,-0.087204651,-0.01640867,-0.055407925,-0.123681189,0.014088113,0.019135572,0.000173189,0.017117422,0.009566158
Idaho,Idaho,96991,1/27/21,-4.390464972,-0.755656706,-0.886324254,0.744028056,-0.266173298,0.339475375,-0.080423898,0.016486106,-0.033679595,-0.12332461,0.00986198,0.036096126,0.008804877,0.025884579,0.007776453
Idaho,Idaho,102800,1/28/21,-4.302716091,-0.695296854,-0.799862049,0.764603863,-0.218650787,0.321324501,-0.093382458,0.006242679,-0.021635995,-0.11131331,0.006872459,0.037345384,0.008996678,0.027500339,0.002633682
Idaho,Idaho,108873,1/29/21,-4.243209062,-0.637896217,-0.78943304,0.753660278,-0.196134495,0.316626892,-0.06865044,0.000383444,-0.016160392,-0.098780799,7.21E-06,0.04078402,0.008087568,0.032840827,0.001139819
Idaho,Idaho,114729,1/30/21,-4.172261354,-0.547316829,-0.634080448,0.68711481,-0.248741473,0.302483359,-0.108622887,-0.004953796,-0.013726999,-0.08909037,0.000356231,0.035866985,0.008410156,0.027441346,-0.003120841
Idaho,Idaho,120880,1/31/21,-4.089998445,-0.450614698,-0.46256872,0.628642604,-0.288640815,0.289588416,-0.142820725,-0.015754382,-0.01214768,-0.078388848,3.15E-05,0.030424952,0.007598349,0.022575611,-0.007068991
Idaho,Idaho,124377,2/1/21,-4.084139508,-0.402835411,-0.41895062,0.539855422,-0.379701806,0.284261332,-0.180354089,-0.002908099,-0.015060877,-0.075375068,0.001355287,0.027797858,0.009549053,0.017558768,-0.009793687
Idaho,Idaho,126648,2/2/21,-4.061795963,-0.352860099,-0.30085858,0.466228701,-0.462000345,0.272680625,-0.23794208,0.000263864,-0.019042881,-0.07082323,0.003084915,0.022691059,0.010572802,0.010877824,-0.012435645
Idaho,Idaho,132384,2/3/21,-4.011193177,-0.374297703,-0.547152387,0.614914676,-0.239845335,0.284765699,-0.085680282,-0.003760162,0.022895349,-0.062423322,-0.00617399,0.044112032,0.015806434,0.030213047,-0.013452077
Idaho,Idaho,141897,2/4/21,-3.882396639,-0.290641467,-0.485374531,0.669993941,-0.121859819,0.274078891,-0.032094744,-0.027393146,0.045974928,-0.042126011,-0.016158249,0.051271967,0.016901241,0.038748356,-0.013210662
Idaho,Idaho,159394,2/5/21,-3.549190216,-0.02258892,0.100154886,0.666980408,0.008705377,0.265313866,0.044872679,-0.138925469,0.055450071,0.0026707,-0.034341802,0.038536051,0.010461669,0.039828197,0.007580429
Idaho,Idaho,176220,2/6/21,-3.291623486,0.274811369,0.508396153,0.509626935,0.013902798,0.307342455,0.231702626,-0.214621139,0.08943933,0.026762778,-0.031340866,0.026341425,0.00740721,0.034037092,0.002924742
Idaho,Idaho,185681,2/7/21,-3.230965176,0.454425394,0.670980689,0.270292009,-0.162879215,0.341975481,0.304485247,-0.223852965,0.091040925,0.03806111,-0.029142113,0.017227363,0.006543287,0.026032027,-0.000433321
Idaho,Idaho,195591,2/8/21,-3.067336371,0.632174381,0.955069733,0.18320483,-0.159999721,0.358494639,0.389465712,-0.270721397,0.11013103,0.052036058,-0.026179856,0.008199459,0.00475929,0.020798256,-0.003621028
Idaho,Idaho,198826,2/9/21,-3.120140283,0.648197682,0.714019833,0.095140841,-0.190459373,0.411306338,0.560626316,-0.25528399,0.126915648,0.052493862,-0.029444205,0.019102447,0.00875345,0.029805604,-0.00199199
Idaho,Idaho,205379,2/10/21,-3.08235848,0.618521505,0.456819511,0.237180242,0.000621952,0.407443196,0.651243823,-0.247323549,0.15334342,0.056757913,-0.037821122,0.037494671,0.012489171,0.04656437,-0.002422728
Idaho,Idaho,214063,2/11/21,-3.019458552,0.661704124,0.469427981,0.260061778,0.019359481,0.368594176,0.570313726,-0.236008458,0.146340398,0.059420281,-0.040118091,0.037431676,0.013746027,0.045600644,-0.00144607
Idaho,Idaho,214063,2/12/21,-3.288997156,0.509710043,0.13132927,0.114265581,-0.351866017,0.268611681,0.117508581,-0.062846333,0.116582504,0.036466014,-0.0313174,0.046368928,0.037826957,0.024890909,-0.011418687
Idaho,Idaho,221585,2/13/21,-3.281714448,0.430314084,0.079184773,0.264403557,-0.341170927,0.131031382,-0.285043912,0.014935758,0.098370752,0.024292005,-0.026973164,0.049549996,0.049818865,0.013174461,-0.016551875
Idaho,Idaho,242295,2/14/21,-2.877461243,0.704356604,0.646956213,0.378424757,-0.100812773,0.088364908,-0.264975244,-0.108021018,0.064760147,0.034163903,-0.0256982,0.017749607,0.025209856,0.008410968,-0.007535773
Idaho,Idaho,263625,2/16/21,-2.705382598,1.042662001,0.924158741,0.025816159,-0.305422107,0.150059412,-0.079305408,-0.152600727,0.048395641,0.043378029,-0.019908896,-0.004984578,0.015469709,-0.002774543,-0.004701126
Idaho,Idaho,270169,2/17/21,-2.686667252,1.125097334,0.969816609,-0.102741995,-0.421108344,0.152802398,-0.094259758,-0.144927141,0.031348747,0.043304094,-0.01814582,-0.012373295,0.013837728,-0.008563217,-0.003700371
Idaho,Idaho,278474,2/18/21,-2.613672386,1.188624107,1.063784904,-0.11220991,-0.435046821,0.116665132,-0.188070312,-0.141306224,0.015689003,0.039785483,-0.014106136,-0.020496035,0.012492349,-0.015872283,-0.003647016
Idaho,Idaho,304647,2/19/21,-2.00916473,1.576492825,1.650177119,0.13357581,0.173748442,0.183098004,0.335684151,-0.381357822,0.051882752,0.064796161,-0.018523725,-0.04132196,-0.017712314,0.003583407,0.012432072
Idaho,Idaho,313466,2/20/21,-2.07258844,1.753272903,1.610207613,-0.279874398,-0.17640636,0.264483968,0.488416325,-0.3624231,0.027126717,0.06541365,-0.015749972,-0.052471941,-0.021488598,-0.004061802,0.014635208
Idaho,Idaho,326336,2/21/21,-2.025622345,1.778782345,1.706219066,-0.264271183,-0.283393246,0.13675521,0.084039066,-0.299270736,-0.022647095,0.048502613,-0.006516565,-0.066149642,-0.017293589,-0.025165783,0.013803958
Idaho,Idaho,336243,2/22/21,-1.966200235,1.896971254,1.792569651,-0.391116102,-0.410185141,0.113545736,-0.001336191,-0.283969834,-0.054186248,0.031445714,0.009569419,-0.084545088,-0.024596002,-0.039860402,0.001788657
Idaho,Idaho,340444,2/23/21,-2.118190064,1.78502951,1.238494601,-0.38148667,-0.425032244,0.113482133,0.011901608,-0.194632487,-0.038153667,0.020904199,0.00479802,-0.058404496,-0.010118902,-0.028017041,1.24E-05
Idaho,Idaho,346534,2/24/21,-2.118111567,1.731652496,0.873714836,-0.241189329,-0.245942129,0.11136845,0.108974598,-0.174939642,-0.022182472,0.025957615,-0.008490068,-0.036963571,-0.008622207,-0.006195842,0.00157031
Idaho,Idaho,356987,2/25/21,-1.994627916,1.803736673,0.928088151,-0.17544678,-0.142971263,0.085036921,0.098993754,-0.199351362,-0.045831495,0.023963119,-0.010211055,-0.044628044,-0.017526778,-0.004082383,0.008041557
Idaho,Idaho,367113,2/26/21,-2.140616732,1.657531957,0.481185808,-0.112584766,-0.267536331,-0.056269537,-0.349720578,-0.03846286,-0.070790213,0.008053073,-0.011853393,-0.025621007,0.002655831,-0.01010652,-3.14E-05
